identifier,name,num_pts,record_id,status,latitude,longitude,max_wind,min_pressure,datetime
AL101901,UNNAMED,48,,TS,14.4,-76.9,35,-999,1901-09-22T00:00:00
AL101901,UNNAMED,48,,TS,14.7,-78.0,35,-999,1901-09-22T06:00:00
AL101901,UNNAMED,48,,TS,15.0,-79.0,35,-999,1901-09-22T12:00:00
AL101901,UNNAMED,48,,TS,15.2,-79.8,35,-999,1901-09-22T18:00:00
AL101901,UNNAMED,48,,TS,15.5,-80.6,35,-999,1901-09-23T00:00:00
AL101901,UNNAMED,48,,TS,15.9,-81.3,35,-999,1901-09-23T06:00:00
AL101901,UNNAMED,48,,TS,16.5,-82.0,35,-999,1901-09-23T12:00:00
AL101901,UNNAMED,48,,TS,16.9,-82.3,35,-999,1901-09-23T18:00:00
AL101901,UNNAMED,48,,TS,17.4,-82.5,35,-999,1901-09-24T00:00:00
AL101901,UNNAMED,48,,TS,18.0,-82.8,35,-999,1901-09-24T06:00:00
AL101901,UNNAMED,48,,TS,18.5,-83.0,35,-999,1901-09-24T12:00:00
AL101901,UNNAMED,48,,TS,18.8,-83.2,35,-999,1901-09-24T18:00:00
AL101901,UNNAMED,48,,TS,19.2,-83.3,35,-999,1901-09-25T00:00:00
AL101901,UNNAMED,48,,TS,19.6,-83.4,35,-999,1901-09-25T06:00:00
AL101901,UNNAMED,48,,TS,20.0,-83.5,40,-999,1901-09-25T12:00:00
AL101901,UNNAMED,48,,TS,20.3,-83.7,40,-999,1901-09-25T18:00:00
AL101901,UNNAMED,48,,TS,20.7,-83.8,40,-999,1901-09-26T00:00:00
AL101901,UNNAMED,48,,TS,21.1,-83.9,45,-999,1901-09-26T06:00:00
AL101901,UNNAMED,48,,TS,21.5,-84.0,45,-999,1901-09-26T12:00:00
AL101901,UNNAMED,48,,TS,22.1,-84.2,45,-999,1901-09-26T18:00:00
AL101901,UNNAMED,48,,TS,23.2,-84.5,40,-999,1901-09-27T00:00:00
AL101901,UNNAMED,48,,TS,24.3,-84.8,40,-999,1901-09-27T06:00:00
AL101901,UNNAMED,48,,TS,25.5,-85.0,40,-999,1901-09-27T12:00:00
AL101901,UNNAMED,48,,TS,27.0,-84.9,40,-999,1901-09-27T18:00:00
AL101901,UNNAMED,48,,TS,28.8,-84.7,40,-999,1901-09-28T00:00:00
AL101901,UNNAMED,48,L,TS,29.9,-84.6,40,-999,1901-09-28T03:00:00
AL101901,UNNAMED,48,,TS,30.6,-84.5,35,-999,1901-09-28T06:00:00
AL101901,UNNAMED,48,,EX,32.5,-84.0,35,-999,1901-09-28T12:00:00
AL101901,UNNAMED,48,,EX,35.1,-82.7,35,-999,1901-09-28T18:00:00
AL101901,UNNAMED,48,,EX,37.8,-81.4,30,-999,1901-09-29T00:00:00
AL101901,UNNAMED,48,,EX,40.3,-80.1,25,-999,1901-09-29T06:00:00
AL101901,UNNAMED,48,,EX,42.5,-78.6,25,-999,1901-09-29T12:00:00
AL101901,UNNAMED,48,,EX,44.2,-76.5,25,-999,1901-09-29T18:00:00
AL101901,UNNAMED,48,,EX,45.7,-74.5,25,-999,1901-09-30T00:00:00
AL101901,UNNAMED,48,,EX,47.0,-72.5,25,-999,1901-09-30T06:00:00
AL101901,UNNAMED,48,,EX,48.0,-68.5,25,-999,1901-09-30T12:00:00
AL101901,UNNAMED,48,,EX,48.2,-63.9,30,-999,1901-09-30T18:00:00
AL101901,UNNAMED,48,,EX,48.2,-60.1,30,-999,1901-10-01T00:00:00
AL101901,UNNAMED,48,,EX,48.3,-55.9,35,-999,1901-10-01T06:00:00
AL101901,UNNAMED,48,,EX,48.5,-51.5,35,-999,1901-10-01T12:00:00
AL101901,UNNAMED,48,,EX,49.0,-46.1,40,-999,1901-10-01T18:00:00
AL101901,UNNAMED,48,,EX,50.8,-39.4,40,-999,1901-10-02T00:00:00
AL101901,UNNAMED,48,,EX,53.1,-32.6,45,-999,1901-10-02T06:00:00
AL101901,UNNAMED,48,,EX,55.3,-27.0,45,-999,1901-10-02T12:00:00
AL111901,UNNAMED,39,,TS,12.0,-51.5,35,-999,1901-10-05T00:00:00
AL111901,UNNAMED,39,,TS,12.2,-51.7,35,-999,1901-10-05T06:00:00
AL111901,UNNAMED,39,,TS,12.5,-52.0,35,-999,1901-10-05T12:00:00
AL111901,UNNAMED,39,,TS,12.7,-52.3,35,-999,1901-10-05T18:00:00
AL111901,UNNAMED,39,,TS,13.0,-52.6,40,-999,1901-10-06T00:00:00
AL111901,UNNAMED,39,,TS,13.2,-52.9,40,-999,1901-10-06T06:00:00
AL111901,UNNAMED,39,,TS,13.5,-53.3,40,-999,1901-10-06T12:00:00
AL111901,UNNAMED,39,,TS,13.8,-53.7,45,-999,1901-10-06T18:00:00
AL111901,UNNAMED,39,,TS,14.2,-54.1,50,-999,1901-10-07T00:00:00
AL111901,UNNAMED,39,,TS,14.6,-54.5,55,-999,1901-10-07T06:00:00
AL111901,UNNAMED,39,,TS,15.0,-55.0,60,-999,1901-10-07T12:00:00
AL111901,UNNAMED,39,,TS,15.5,-55.6,60,-999,1901-10-07T18:00:00
AL111901,UNNAMED,39,,TS,16.2,-56.7,60,-999,1901-10-08T00:00:00
AL111901,UNNAMED,39,,TS,16.9,-57.6,60,-999,1901-10-08T06:00:00
AL111901,UNNAMED,39,,TS,17.5,-58.5,55,-999,1901-10-08T12:00:00
AL111901,UNNAMED,39,,TS,18.4,-59.6,50,-999,1901-10-08T18:00:00
AL111901,UNNAMED,39,,TS,19.4,-60.6,45,-999,1901-10-09T00:00:00
AL111901,UNNAMED,39,,TS,20.2,-61.4,40,-999,1901-10-09T06:00:00
AL111901,UNNAMED,39,,TS,21.0,-62.3,35,-999,1901-10-09T12:00:00
AL111901,UNNAMED,39,,TS,21.8,-63.7,35,-999,1901-10-09T18:00:00
AL111901,UNNAMED,39,,TS,22.7,-65.5,35,-999,1901-10-10T00:00:00
AL111901,UNNAMED,39,,TS,24.0,-67.0,35,-999,1901-10-10T06:00:00
AL111901,UNNAMED,39,,TS,25.6,-68.5,35,-999,1901-10-10T12:00:00
AL111901,UNNAMED,39,,TS,27.7,-69.0,35,-999,1901-10-10T18:00:00
AL111901,UNNAMED,39,,EX,30.3,-68.5,40,-999,1901-10-11T00:00:00
AL111901,UNNAMED,39,,EX,33.0,-67.2,40,-999,1901-10-11T06:00:00
AL111901,UNNAMED,39,,EX,35.0,-65.0,45,-999,1901-10-11T12:00:00
AL111901,UNNAMED,39,,EX,35.8,-63.8,45,-999,1901-10-11T18:00:00
AL111901,UNNAMED,39,,EX,36.5,-62.5,45,-999,1901-10-12T00:00:00
AL111901,UNNAMED,39,,EX,37.3,-61.3,40,-999,1901-10-12T06:00:00
AL111901,UNNAMED,39,,EX,38.1,-60.0,35,-999,1901-10-12T12:00:00
AL111901,UNNAMED,39,,EX,39.2,-58.7,35,-999,1901-10-12T18:00:00
AL111901,UNNAMED,39,,EX,40.2,-57.0,35,-999,1901-10-13T00:00:00
AL111901,UNNAMED,39,,EX,41.1,-55.6,35,-999,1901-10-13T06:00:00
AL111901,UNNAMED,39,,EX,42.0,-54.1,35,-999,1901-10-13T12:00:00
AL111901,UNNAMED,39,,EX,43.0,-51.6,35,-999,1901-10-13T18:00:00
AL111901,UNNAMED,39,,EX,43.9,-48.4,35,-999,1901-10-14T00:00:00
AL111901,UNNAMED,39,,EX,44.9,-44.4,35,-999,1901-10-14T06:00:00
AL111901,UNNAMED,39,,EX,45.8,-40.0,35,-999,1901-10-14T12:00:00
AL121901,UNNAMED,16,,TD,21.0,-80.0,30,-999,1901-10-15T00:00:00
AL121901,UNNAMED,16,,TD,21.5,-79.3,30,-999,1901-10-15T06:00:00
AL121901,UNNAMED,16,,TD,22.0,-78.5,30,-999,1901-10-15T12:00:00
AL121901,UNNAMED,16,,TS,22.5,-77.7,35,-999,1901-10-15T18:00:00
AL121901,UNNAMED,16,,TS,22.9,-76.7,40,-999,1901-10-16T00:00:00
AL121901,UNNAMED,16,,TS,23.3,-75.8,45,-999,1901-10-16T06:00:00
AL121901,UNNAMED,16,,TS,23.7,-75.0,50,-999,1901-10-16T12:00:00
AL121901,UNNAMED,16,,TS,24.3,-73.7,50,-999,1901-10-16T18:00:00
AL121901,UNNAMED,16,,TS,25.2,-72.4,50,-999,1901-10-17T00:00:00
AL121901,UNNAMED,16,,TS,25.8,-71.1,50,-999,1901-10-17T06:00:00
AL121901,UNNAMED,16,,TS,26.5,-69.5,45,-999,1901-10-17T12:00:00
AL121901,UNNAMED,16,,TS,26.9,-68.4,40,-999,1901-10-17T18:00:00
AL121901,UNNAMED,16,,TS,27.3,-67.2,40,-999,1901-10-18T00:00:00
AL121901,UNNAMED,16,,EX,27.6,-66.1,40,-999,1901-10-18T06:00:00
AL121901,UNNAMED,16,,EX,28.0,-65.0,40,-999,1901-10-18T12:00:00
AL121901,UNNAMED,16,,EX,28.4,-63.7,40,-999,1901-10-18T18:00:00
AL131901,UNNAMED,30,,TD,19.3,-67.3,30,-999,1901-10-30T12:00:00
AL131901,UNNAMED,30,,TD,20.5,-67.2,30,-999,1901-10-30T18:00:00
AL131901,UNNAMED,30,,TS,21.7,-67.1,35,-999,1901-10-31T00:00:00
AL131901,UNNAMED,30,,TS,22.9,-66.9,35,-999,1901-10-31T06:00:00
AL131901,UNNAMED,30,,TS,24.0,-66.7,35,-999,1901-10-31T12:00:00
AL131901,UNNAMED,30,,TS,24.7,-66.4,35,-999,1901-10-31T18:00:00
AL131901,UNNAMED,30,,TS,25.4,-66.1,40,-999,1901-11-01T00:00:00
AL131901,UNNAMED,30,,TS,26.1,-65.7,45,-999,1901-11-01T06:00:00
AL131901,UNNAMED,30,,TS,26.7,-65.3,50,-999,1901-11-01T12:00:00
AL131901,UNNAMED,30,,TS,27.4,-64.9,55,-999,1901-11-01T18:00:00
AL131901,UNNAMED,30,,TS,28.0,-64.6,55,-999,1901-11-02T00:00:00
AL131901,UNNAMED,30,,TS,28.6,-64.2,60,-999,1901-11-02T06:00:00
AL131901,UNNAMED,30,,TS,29.3,-63.5,60,-999,1901-11-02T12:00:00
AL131901,UNNAMED,30,,HU,29.6,-62.8,65,-999,1901-11-02T18:00:00
AL131901,UNNAMED,30,,HU,30.0,-62.0,70,-999,1901-11-03T00:00:00
AL131901,UNNAMED,30,,HU,30.5,-61.1,70,-999,1901-11-03T06:00:00
AL131901,UNNAMED,30,,HU,31.2,-60.3,70,-999,1901-11-03T12:00:00
AL131901,UNNAMED,30,,HU,32.4,-59.1,70,-999,1901-11-03T18:00:00
AL131901,UNNAMED,30,,HU,34.0,-58.1,65,-999,1901-11-04T00:00:00
AL131901,UNNAMED,30,,TS,35.6,-57.1,60,-999,1901-11-04T06:00:00
AL131901,UNNAMED,30,,TS,36.8,-56.3,55,-999,1901-11-04T12:00:00
AL131901,UNNAMED,30,,TS,37.4,-55.7,50,-999,1901-11-04T18:00:00
AL131901,UNNAMED,30,,TS,37.9,-55.5,50,-999,1901-11-05T00:00:00
AL131901,UNNAMED,30,,TS,38.3,-55.0,50,-999,1901-11-05T06:00:00
AL131901,UNNAMED,30,,TS,38.5,-54.5,45,-999,1901-11-05T12:00:00
AL131901,UNNAMED,30,,TS,38.3,-53.4,45,-999,1901-11-05T18:00:00
AL131901,UNNAMED,30,,EX,37.8,-52.5,40,-999,1901-11-06T00:00:00
AL131901,UNNAMED,30,,EX,37.3,-51.5,40,-999,1901-11-06T06:00:00
AL131901,UNNAMED,30,,EX,37.0,-50.5,35,-999,1901-11-06T12:00:00
AL131901,UNNAMED,30,,EX,37.0,-49.2,30,-999,1901-11-06T18:00:00
AL011902,UNNAMED,23,,TD,17.7,-84.0,30,-999,1902-06-12T12:00:00
AL011902,UNNAMED,23,,TD,19.1,-83.6,30,-999,1902-06-12T18:00:00
AL011902,UNNAMED,23,,TS,20.7,-83.3,35,-999,1902-06-13T00:00:00
AL011902,UNNAMED,23,,TS,22.2,-83.1,40,-999,1902-06-13T06:00:00
AL011902,UNNAMED,23,,TS,23.8,-83.0,45,-999,1902-06-13T12:00:00
AL011902,UNNAMED,23,,TS,24.9,-83.2,50,-999,1902-06-13T18:00:00
AL011902,UNNAMED,23,,TS,25.9,-83.5,50,-999,1902-06-14T00:00:00
AL011902,UNNAMED,23,,TS,26.9,-83.8,50,-999,1902-06-14T06:00:00
AL011902,UNNAMED,23,,TS,28.0,-84.0,50,-999,1902-06-14T12:00:00
AL011902,UNNAMED,23,,TS,29.0,-83.9,50,-999,1902-06-14T18:00:00
AL011902,UNNAMED,23,L,TS,29.8,-83.7,50,-999,1902-06-14T23:00:00
AL011902,UNNAMED,23,,TS,30.0,-83.6,45,-999,1902-06-15T00:00:00
AL011902,UNNAMED,23,,TS,31.0,-83.2,40,-999,1902-06-15T06:00:00
AL011902,UNNAMED,23,,TS,32.0,-82.5,35,-999,1902-06-15T12:00:00
AL011902,UNNAMED,23,,TS,33.0,-81.7,35,-999,1902-06-15T18:00:00
AL011902,UNNAMED,23,,TS,34.0,-80.7,35,-999,1902-06-16T00:00:00
AL011902,UNNAMED,23,,TS,35.2,-79.5,35,-999,1902-06-16T06:00:00
AL011902,UNNAMED,23,,EX,36.7,-78.0,40,-999,1902-06-16T12:00:00
AL011902,UNNAMED,23,,EX,38.6,-74.9,40,-999,1902-06-16T18:00:00
AL011902,UNNAMED,23,,EX,41.9,-71.5,35,-999,1902-06-17T00:00:00
AL011902,UNNAMED,23,,EX,45.0,-68.2,35,-999,1902-06-17T06:00:00
AL011902,UNNAMED,23,,EX,47.5,-66.0,30,-999,1902-06-17T12:00:00
AL011902,UNNAMED,23,,EX,49.4,-64.0,30,-999,1902-06-17T18:00:00
AL021902,UNNAMED,37,,TD,17.2,-92.1,25,-999,1902-06-21T00:00:00
AL021902,UNNAMED,37,,TD,17.6,-92.4,25,-999,1902-06-21T06:00:00
AL021902,UNNAMED,37,,TD,18.0,-92.7,25,-999,1902-06-21T12:00:00
AL021902,UNNAMED,37,,TD,18.2,-92.9,25,-999,1902-06-21T18:00:00
AL021902,UNNAMED,37,,TD,18.4,-93.0,30,-999,1902-06-22T00:00:00
AL021902,UNNAMED,37,,TD,18.7,-93.2,30,-999,1902-06-22T06:00:00
AL021902,UNNAMED,37,,TD,19.0,-93.5,30,-999,1902-06-22T12:00:00
AL021902,UNNAMED,37,,TD,19.2,-93.7,30,-999,1902-06-22T18:00:00
AL021902,UNNAMED,37,,TD,19.5,-93.9,30,-999,1902-06-23T00:00:00
AL021902,UNNAMED,37,,TD,19.7,-94.1,30,-999,1902-06-23T06:00:00
AL021902,UNNAMED,37,,TD,20.0,-94.3,30,-999,1902-06-23T12:00:00
AL021902,UNNAMED,37,,TD,20.3,-94.5,30,-999,1902-06-23T18:00:00
AL021902,UNNAMED,37,,TD,20.5,-94.6,30,-999,1902-06-24T00:00:00
AL021902,UNNAMED,37,,TD,20.7,-94.8,30,-999,1902-06-24T06:00:00
AL021902,UNNAMED,37,,TS,21.0,-95.0,35,-999,1902-06-24T12:00:00
AL021902,UNNAMED,37,,TS,21.5,-95.3,40,-999,1902-06-24T18:00:00
AL021902,UNNAMED,37,,TS,22.1,-95.6,45,-999,1902-06-25T00:00:00
AL021902,UNNAMED,37,,TS,22.7,-96.0,50,-999,1902-06-25T06:00:00
AL021902,UNNAMED,37,,TS,23.3,-96.3,55,-999,1902-06-25T12:00:00
AL021902,UNNAMED,37,,TS,23.9,-96.6,60,-999,1902-06-25T18:00:00
AL021902,UNNAMED,37,,HU,24.7,-96.8,65,-999,1902-06-26T00:00:00
AL021902,UNNAMED,37,,HU,25.5,-96.9,70,-999,1902-06-26T06:00:00
AL021902,UNNAMED,37,,HU,26.4,-97.0,65,-999,1902-06-26T12:00:00
AL021902,UNNAMED,37,,TS,27.2,-97.1,60,-999,1902-06-26T18:00:00
AL021902,UNNAMED,37,L,TS,27.7,-97.2,60,-999,1902-06-26T21:00:00
AL021902,UNNAMED,37,,TS,28.1,-97.2,50,-999,1902-06-27T00:00:00
AL021902,UNNAMED,37,,TS,29.0,-97.3,45,-999,1902-06-27T06:00:00
AL021902,UNNAMED,37,,TS,30.0,-97.4,40,-999,1902-06-27T12:00:00
AL021902,UNNAMED,37,,TS,31.5,-97.2,35,-999,1902-06-27T18:00:00
AL021902,UNNAMED,37,,TS,32.8,-96.6,35,-999,1902-06-28T00:00:00
AL021902,UNNAMED,37,,TS,34.2,-95.9,35,-999,1902-06-28T06:00:00
AL021902,UNNAMED,37,,EX,35.8,-94.5,35,-999,1902-06-28T12:00:00
AL021902,UNNAMED,37,,EX,37.6,-92.3,35,-999,1902-06-28T18:00:00
AL021902,UNNAMED,37,,EX,39.5,-88.6,35,-999,1902-06-29T00:00:00
AL021902,UNNAMED,37,,EX,40.6,-85.4,35,-999,1902-06-29T06:00:00
AL021902,UNNAMED,37,,EX,41.5,-82.0,35,-999,1902-06-29T12:00:00
AL021902,UNNAMED,37,,EX,41.8,-78.6,35,-999,1902-06-29T18:00:00
AL031902,UNNAMED,39,,TS,7.7,-30.8,35,-999,1902-09-16T06:00:00
AL031902,UNNAMED,39,,TS,8.0,-32.0,35,-999,1902-09-16T12:00:00
AL031902,UNNAMED,39,,TS,8.5,-33.2,35,-999,1902-09-16T18:00:00
AL031902,UNNAMED,39,,TS,9.2,-34.5,35,-999,1902-09-17T00:00:00
AL031902,UNNAMED,39,,TS,9.8,-36.0,35,-999,1902-09-17T06:00:00
AL031902,UNNAMED,39,,TS,10.4,-37.5,35,-999,1902-09-17T12:00:00
AL031902,UNNAMED,39,,TS,10.9,-38.9,35,-999,1902-09-17T18:00:00
AL031902,UNNAMED,39,,TS,11.4,-40.3,40,-999,1902-09-18T00:00:00
AL031902,UNNAMED,39,,TS,11.9,-41.7,40,-999,1902-09-18T06:00:00
AL031902,UNNAMED,39,,TS,12.3,-43.0,40,-999,1902-09-18T12:00:00
AL031902,UNNAMED,39,,TS,12.6,-44.4,45,-999,1902-09-18T18:00:00
AL031902,UNNAMED,39,,TS,13.1,-46.1,50,-999,1902-09-19T00:00:00
AL031902,UNNAMED,39,,TS,13.6,-47.7,50,-999,1902-09-19T06:00:00
AL031902,UNNAMED,39,,TS,14.3,-49.3,55,-999,1902-09-19T12:00:00
AL031902,UNNAMED,39,,TS,15.3,-50.9,60,-999,1902-09-19T18:00:00
AL031902,UNNAMED,39,,HU,16.8,-52.3,65,-999,1902-09-20T00:00:00
AL031902,UNNAMED,39,,HU,18.9,-53.0,70,-999,1902-09-20T06:00:00
AL031902,UNNAMED,39,,HU,21.0,-53.0,75,-999,1902-09-20T12:00:00
AL031902,UNNAMED,39,,HU,22.9,-52.6,80,-999,1902-09-20T18:00:00
AL031902,UNNAMED,39,,HU,24.7,-51.7,85,-999,1902-09-21T00:00:00
AL031902,UNNAMED,39,,HU,26.5,-50.5,85,-999,1902-09-21T06:00:00
AL031902,UNNAMED,39,,HU,28.3,-49.5,85,-999,1902-09-21T12:00:00
AL031902,UNNAMED,39,,HU,30.2,-48.4,85,-999,1902-09-21T18:00:00
AL031902,UNNAMED,39,,HU,32.1,-47.3,80,-999,1902-09-22T00:00:00
AL031902,UNNAMED,39,,HU,33.6,-46.0,75,-999,1902-09-22T06:00:00
AL031902,UNNAMED,39,,EX,34.8,-44.8,75,-999,1902-09-22T12:00:00
AL031902,UNNAMED,39,,EX,35.8,-42.9,70,-999,1902-09-22T18:00:00
AL031902,UNNAMED,39,,EX,36.8,-41.4,65,-999,1902-09-23T00:00:00
AL031902,UNNAMED,39,,EX,37.8,-39.9,65,-999,1902-09-23T06:00:00
AL031902,UNNAMED,39,,EX,38.7,-38.5,60,-999,1902-09-23T12:00:00
AL031902,UNNAMED,39,,EX,39.5,-37.1,55,-999,1902-09-23T18:00:00
AL031902,UNNAMED,39,,EX,40.4,-35.8,55,-999,1902-09-24T00:00:00
AL031902,UNNAMED,39,,EX,41.3,-34.5,50,-999,1902-09-24T06:00:00
AL031902,UNNAMED,39,,EX,42.3,-33.1,50,-999,1902-09-24T12:00:00
AL031902,UNNAMED,39,,EX,44.0,-31.7,45,-999,1902-09-24T18:00:00
AL031902,UNNAMED,39,,EX,45.7,-30.4,45,-999,1902-09-25T00:00:00
AL031902,UNNAMED,39,,EX,47.6,-29.6,45,-999,1902-09-25T06:00:00
AL031902,UNNAMED,39,,EX,49.8,-28.8,40,-999,1902-09-25T12:00:00
AL031902,UNNAMED,39,,EX,51.6,-29.2,40,-999,1902-09-25T18:00:00
AL041902,UNNAMED,44,,TD,14.0,-93.8,30,-999,1902-10-03T00:00:00
AL041902,UNNAMED,44,,TD,14.5,-94.0,30,-999,1902-10-03T06:00:00
AL041902,UNNAMED,44,,TD,15.0,-94.2,30,-999,1902-10-03T12:00:00
AL041902,UNNAMED,44,,TD,15.5,-94.3,30,-999,1902-10-03T18:00:00
AL041902,UNNAMED,44,,TD,16.0,-94.4,30,-999,1902-10-04T00:00:00
AL041902,UNNAMED,44,,TD,16.5,-94.5,30,-999,1902-10-04T06:00:00
AL041902,UNNAMED,44,,TD,17.0,-94.6,30,-999,1902-10-04T12:00:00
AL041902,UNNAMED,44,,TD,17.5,-94.7,30,-999,1902-10-04T18:00:00
AL041902,UNNAMED,44,,TD,18.0,-94.8,30,-999,1902-10-05T00:00:00
AL041902,UNNAMED,44,,TD,18.5,-94.9,30,-999,1902-10-05T06:00:00
AL041902,UNNAMED,44,,TS,18.7,-94.9,35,-999,1902-10-05T12:00:00
AL041902,UNNAMED,44,,TS,18.8,-94.7,45,-999,1902-10-05T18:00:00
AL041902,UNNAMED,44,,TS,18.9,-94.4,55,-999,1902-10-06T00:00:00
AL041902,UNNAMED,44,,TS,19.1,-94.0,60,-999,1902-10-06T06:00:00
AL041902,UNNAMED,44,,HU,19.3,-93.7,65,-999,1902-10-06T12:00:00
AL041902,UNNAMED,44,,HU,19.5,-93.3,75,-999,1902-10-06T18:00:00
AL041902,UNNAMED,44,,HU,19.7,-92.9,85,-999,1902-10-07T00:00:00
AL041902,UNNAMED,44,,HU,20.0,-92.5,90,970,1902-10-07T06:00:00
AL041902,UNNAMED,44,,HU,20.3,-92.0,90,-999,1902-10-07T12:00:00
AL041902,UNNAMED,44,,HU,20.7,-91.5,90,-999,1902-10-07T18:00:00
AL041902,UNNAMED,44,,HU,21.1,-91.1,90,-999,1902-10-08T00:00:00
AL041902,UNNAMED,44,,HU,21.5,-90.8,90,-999,1902-10-08T06:00:00
AL041902,UNNAMED,44,,HU,22.0,-90.5,90,-999,1902-10-08T12:00:00
AL041902,UNNAMED,44,,HU,22.7,-90.2,90,-999,1902-10-08T18:00:00
AL041902,UNNAMED,44,,HU,23.4,-90.0,90,-999,1902-10-09T00:00:00
AL041902,UNNAMED,44,,HU,23.9,-89.9,85,-999,1902-10-09T06:00:00
AL041902,UNNAMED,44,,HU,24.5,-89.7,80,-999,1902-10-09T12:00:00
AL041902,UNNAMED,44,,HU,25.3,-89.5,70,-999,1902-10-09T18:00:00
AL041902,UNNAMED,44,,HU,26.2,-89.1,65,-999,1902-10-10T00:00:00
AL041902,UNNAMED,44,,TS,27.1,-88.8,60,-999,1902-10-10T06:00:00
AL041902,UNNAMED,44,,TS,28.0,-88.5,55,-999,1902-10-10T12:00:00
AL041902,UNNAMED,44,,TS,29.4,-87.8,50,-999,1902-10-10T18:00:00
AL041902,UNNAMED,44,L,TS,30.3,-87.3,50,-999,1902-10-10T21:00:00
AL041902,UNNAMED,44,,TS,31.0,-86.9,40,-999,1902-10-11T00:00:00
AL041902,UNNAMED,44,,EX,32.5,-85.9,35,-999,1902-10-11T06:00:00
AL041902,UNNAMED,44,,EX,33.7,-84.8,35,-999,1902-10-11T12:00:00
AL041902,UNNAMED,44,,EX,34.9,-82.8,35,-999,1902-10-11T18:00:00
AL041902,UNNAMED,44,,EX,36.4,-80.5,35,-999,1902-10-12T00:00:00
AL041902,UNNAMED,44,,EX,37.6,-78.0,35,-999,1902-10-12T06:00:00
AL041902,UNNAMED,44,,EX,38.8,-72.8,35,-999,1902-10-12T12:00:00
AL041902,UNNAMED,44,,EX,39.9,-69.1,35,-999,1902-10-12T18:00:00
AL041902,UNNAMED,44,,EX,40.9,-65.5,35,-999,1902-10-13T00:00:00
AL041902,UNNAMED,44,,EX,41.9,-61.0,40,-999,1902-10-13T06:00:00
AL041902,UNNAMED,44,,EX,42.8,-55.1,40,-999,1902-10-13T12:00:00
AL051902,UNNAMED,24,,TD,20.0,-67.3,30,-999,1902-11-01T00:00:00
AL051902,UNNAMED,24,,TD,21.0,-68.3,30,-999,1902-11-01T06:00:00
AL051902,UNNAMED,24,,TS,22.5,-67.3,35,-999,1902-11-01T12:00:00
AL051902,UNNAMED,24,,TS,24.6,-66.3,35,-999,1902-11-01T18:00:00
AL051902,UNNAMED,24,,TS,26.6,-65.3,35,-999,1902-11-02T00:00:00
AL051902,UNNAMED,24,,TS,28.7,-63.9,40,-999,1902-11-02T06:00:00
AL051902,UNNAMED,24,,TS,30.5,-62.6,45,-999,1902-11-02T12:00:00
AL051902,UNNAMED,24,,TS,31.8,-61.3,50,-999,1902-11-02T18:00:00
AL051902,UNNAMED,24,,TS,32.7,-60.3,55,-999,1902-11-03T00:00:00
AL051902,UNNAMED,24,,TS,33.5,-59.2,60,-999,1902-11-03T06:00:00
AL051902,UNNAMED,24,,TS,34.3,-58.0,60,-999,1902-11-03T12:00:00
