identifier,name,num_pts,record_id,status,latitude,longitude,max_wind,min_pressure,datetime
AL011999,ARLENE,26,,TS,29.1,-58.7,50,1007,1999-06-13T18:00:00
AL011999,ARLENE,26,,TS,29.1,-59.2,45,1008,1999-06-14T00:00:00
AL011999,ARLENE,26,,TS,29.2,-59.8,40,1009,1999-06-14T06:00:00
AL011999,ARLENE,26,,TS,29.3,-60.4,40,1009,1999-06-14T12:00:00
AL011999,ARLENE,26,,TS,29.6,-60.7,40,1009,1999-06-14T18:00:00
AL011999,ARLENE,26,,TS,29.8,-61.1,40,1009,1999-06-15T00:00:00
AL011999,ARLENE,26,,TS,29.7,-61.5,40,1009,1999-06-15T06:00:00
AL011999,ARLENE,26,,TS,29.6,-61.3,45,1008,1999-06-15T12:00:00
AL011999,ARLENE,26,,TS,29.9,-61.4,45,1009,1999-06-15T18:00:00
AL011999,ARLENE,26,,TS,30.0,-61.7,45,1009,1999-06-16T00:00:00
AL011999,ARLENE,26,,TS,30.3,-62.0,45,1010,1999-06-16T06:00:00
AL011999,ARLENE,26,,TS,30.8,-62.3,40,1010,1999-06-16T12:00:00
AL011999,ARLENE,26,,TS,31.3,-62.5,35,1012,1999-06-16T18:00:00
AL011999,ARLENE,26,,TD,31.8,-62.8,30,1014,1999-06-17T00:00:00
AL011999,ARLENE,26,,TD,32.5,-63.0,30,1015,1999-06-17T06:00:00
AL011999,ARLENE,26,,TD,33.4,-63.0,30,1015,1999-06-17T12:00:00
AL011999,ARLENE,26,,TD,34.4,-62.3,30,1015,1999-06-17T18:00:00
AL011999,ARLENE,26,,TD,35.4,-61.6,25,1015,1999-06-18T00:00:00
AL021999,UNNAMED,4,,TD,20.2,-95.0,30,1006,1999-07-02T18:00:00
AL021999,UNNAMED,4,,TD,20.6,-96.3,30,1004,1999-07-03T00:00:00
AL021999,UNNAMED,4,L,TD,20.5,-97.0,30,1004,1999-07-03T04:00:00
AL021999,UNNAMED,4,,TD,20.4,-97.3,25,1005,1999-07-03T06:00:00
AL031999,BRET,26,,TD,19.5,-94.4,30,1010,1999-08-18T18:00:00
AL031999,BRET,26,,TD,19.5,-94.5,30,1008,1999-08-19T00:00:00
AL031999,BRET,26,,TD,19.6,-94.6,30,1008,1999-08-19T06:00:00
AL031999,BRET,26,,TD,19.7,-94.6,30,1008,1999-08-19T12:00:00
AL031999,BRET,26,,TS,19.8,-94.7,35,1005,1999-08-19T18:00:00
AL031999,BRET,26,,TS,19.8,-94.7,40,1000,1999-08-20T00:00:00
AL031999,BRET,26,,TS,20.0,-94.6,45,998,1999-08-20T06:00:00
AL031999,BRET,26,,TS,20.4,-94.5,50,993,1999-08-20T12:00:00
AL031999,BRET,26,,TS,21.2,-94.4,55,991,1999-08-20T18:00:00
AL031999,BRET,26,,HU,21.9,-94.5,65,983,1999-08-21T00:00:00
AL031999,BRET,26,,HU,22.5,-94.7,75,980,1999-08-21T06:00:00
AL031999,BRET,26,,HU,23.1,-94.9,80,979,1999-08-21T12:00:00
AL031999,BRET,26,,HU,23.8,-95.0,90,975,1999-08-21T18:00:00
AL031999,BRET,26,,HU,24.7,-95.1,120,954,1999-08-22T00:00:00
AL031999,BRET,26,,HU,25.5,-95.5,125,950,1999-08-22T06:00:00
AL031999,BRET,26,,HU,26.2,-96.1,125,944,1999-08-22T12:00:00
AL031999,BRET,26,,HU,26.6,-96.8,120,946,1999-08-22T18:00:00
AL031999,BRET,26,L,HU,26.9,-97.4,100,951,1999-08-23T00:00:00
AL031999,BRET,26,,HU,27.0,-97.9,80,963,1999-08-23T06:00:00
AL031999,BRET,26,,TS,27.3,-98.3,60,980,1999-08-23T12:00:00
AL031999,BRET,26,,TS,27.6,-98.8,35,993,1999-08-23T18:00:00
AL031999,BRET,26,,TD,28.0,-99.5,30,1000,1999-08-24T00:00:00
AL031999,BRET,26,,TD,28.0,-100.4,30,1003,1999-08-24T06:00:00
AL031999,BRET,26,,TD,27.8,-101.3,25,1006,1999-08-24T12:00:00
AL031999,BRET,26,,TD,27.7,-102.1,25,1007,1999-08-24T18:00:00
AL031999,BRET,26,,TD,27.6,-103.0,20,1008,1999-08-25T00:00:00
AL041999,CINDY,51,,TD,13.5,-18.9,30,1003,1999-08-19T00:00:00
AL041999,CINDY,51,,TD,13.8,-20.3,30,1003,1999-08-19T06:00:00
AL041999,CINDY,51,,TD,13.9,-21.5,30,1003,1999-08-19T12:00:00
AL041999,CINDY,51,,TD,13.8,-22.5,30,1003,1999-08-19T18:00:00
AL041999,CINDY,51,,TD,13.7,-23.4,30,1002,1999-08-20T00:00:00
AL041999,CINDY,51,,TD,13.6,-24.3,30,1002,1999-08-20T06:00:00
AL041999,CINDY,51,,TD,13.5,-25.4,30,1002,1999-08-20T12:00:00
AL041999,CINDY,51,,TS,13.6,-26.6,35,1001,1999-08-20T18:00:00
AL041999,CINDY,51,,TS,13.6,-27.7,40,1000,1999-08-21T00:00:00
AL041999,CINDY,51,,TS,13.8,-28.8,50,997,1999-08-21T06:00:00
AL041999,CINDY,51,,TS,13.9,-29.7,55,994,1999-08-21T12:00:00
AL041999,CINDY,51,,TS,14.1,-30.8,60,990,1999-08-21T18:00:00
AL041999,CINDY,51,,HU,14.2,-31.7,65,987,1999-08-22T00:00:00
AL041999,CINDY,51,,HU,14.4,-32.3,65,987,1999-08-22T06:00:00
AL041999,CINDY,51,,HU,14.5,-32.7,65,987,1999-08-22T12:00:00
AL041999,CINDY,51,,TS,14.6,-33.1,60,990,1999-08-22T18:00:00
AL041999,CINDY,51,,TS,14.9,-33.9,50,997,1999-08-23T00:00:00
AL041999,CINDY,51,,TS,15.3,-34.9,50,997,1999-08-23T06:00:00
AL041999,CINDY,51,,TS,15.7,-35.9,50,997,1999-08-23T12:00:00
AL041999,CINDY,51,,TS,16.1,-36.9,50,997,1999-08-23T18:00:00
AL041999,CINDY,51,,TS,16.6,-38.0,50,997,1999-08-24T00:00:00
AL041999,CINDY,51,,TS,16.9,-39.2,50,997,1999-08-24T06:00:00
AL041999,CINDY,51,,TS,17.2,-40.6,50,997,1999-08-24T12:00:00
AL041999,CINDY,51,,TS,17.5,-42.2,50,997,1999-08-24T18:00:00
AL041999,CINDY,51,,TS,17.8,-43.6,55,994,1999-08-25T00:00:00
AL041999,CINDY,51,,TS,18.4,-44.8,55,994,1999-08-25T06:00:00
AL041999,CINDY,51,,TS,19.3,-45.9,55,994,1999-08-25T12:00:00
AL041999,CINDY,51,,TS,20.4,-47.1,60,990,1999-08-25T18:00:00
AL041999,CINDY,51,,HU,21.7,-48.2,65,987,1999-08-26T00:00:00
AL041999,CINDY,51,,HU,22.9,-49.5,65,987,1999-08-26T06:00:00
AL041999,CINDY,51,,HU,24.2,-50.8,65,987,1999-08-26T12:00:00
AL041999,CINDY,51,,HU,25.4,-52.0,70,984,1999-08-26T18:00:00
AL041999,CINDY,51,,HU,26.4,-53.1,80,978,1999-08-27T00:00:00
AL041999,CINDY,51,,HU,27.2,-54.3,80,978,1999-08-27T06:00:00
AL041999,CINDY,51,,HU,27.8,-55.4,90,970,1999-08-27T12:00:00
AL041999,CINDY,51,,HU,28.3,-56.2,90,970,1999-08-27T18:00:00
AL041999,CINDY,51,,HU,28.7,-56.9,100,961,1999-08-28T00:00:00
AL041999,CINDY,51,,HU,29.3,-57.5,115,948,1999-08-28T06:00:00
AL041999,CINDY,51,,HU,30.1,-58.0,120,942,1999-08-28T12:00:00
AL041999,CINDY,51,,HU,30.8,-58.5,120,943,1999-08-28T18:00:00
AL041999,CINDY,51,,HU,31.5,-58.4,120,944,1999-08-29T00:00:00
AL041999,CINDY,51,,HU,32.3,-58.4,115,948,1999-08-29T06:00:00
AL041999,CINDY,51,,HU,33.1,-58.2,100,961,1999-08-29T12:00:00
AL041999,CINDY,51,,HU,33.8,-57.4,95,965,1999-08-29T18:00:00
AL041999,CINDY,51,,HU,34.3,-56.3,90,970,1999-08-30T00:00:00
AL041999,CINDY,51,,HU,34.7,-55.5,90,970,1999-08-30T06:00:00
AL041999,CINDY,51,,HU,35.3,-54.9,80,978,1999-08-30T12:00:00
AL041999,CINDY,51,,HU,36.1,-54.2,80,978,1999-08-30T18:00:00
AL041999,CINDY,51,,HU,37.0,-52.6,70,984,1999-08-31T00:00:00
AL041999,CINDY,51,,TS,38.2,-50.6,60,990,1999-08-31T06:00:00
AL041999,CINDY,51,,TS,40.4,-48.2,50,997,1999-08-31T12:00:00
AL051999,DENNIS,66,,TD,21.5,-67.7,30,1009,1999-08-24T00:00:00
AL051999,DENNIS,66,,TD,22.0,-68.9,30,1009,1999-08-24T06:00:00
AL051999,DENNIS,66,,TS,22.4,-70.0,35,1009,1999-08-24T12:00:00
AL051999,DENNIS,66,,TS,22.7,-70.9,40,1009,1999-08-24T18:00:00
AL051999,DENNIS,66,,TS,22.8,-71.5,40,1008,1999-08-25T00:00:00
AL051999,DENNIS,66,,TS,23.0,-71.9,40,1007,1999-08-25T06:00:00
AL051999,DENNIS,66,,TS,23.2,-72.1,45,1004,1999-08-25T12:00:00
AL051999,DENNIS,66,,TS,23.4,-72.3,55,1000,1999-08-25T18:00:00
AL051999,DENNIS,66,,TS,23.6,-72.5,60,998,1999-08-26T00:00:00
AL051999,DENNIS,66,,HU,23.8,-73.1,65,995,1999-08-26T06:00:00
AL051999,DENNIS,66,,HU,24.1,-73.6,65,995,1999-08-26T12:00:00
AL051999,DENNIS,66,,HU,24.4,-74.0,70,990,1999-08-26T18:00:00
AL051999,DENNIS,66,,HU,24.8,-74.4,65,993,1999-08-27T00:00:00
AL051999,DENNIS,66,,HU,25.2,-75.0,65,988,1999-08-27T06:00:00
AL051999,DENNIS,66,,HU,25.6,-75.5,65,988,1999-08-27T12:00:00
AL051999,DENNIS,66,,HU,25.9,-75.9,65,987,1999-08-27T18:00:00
AL051999,DENNIS,66,,HU,26.1,-76.2,70,982,1999-08-28T00:00:00
AL051999,DENNIS,66,,HU,26.5,-76.7,75,976,1999-08-28T06:00:00
AL051999,DENNIS,66,L,HU,26.6,-76.8,75,976,1999-08-28T07:00:00
AL051999,DENNIS,66,,HU,27.1,-77.0,85,973,1999-08-28T12:00:00
AL051999,DENNIS,66,,HU,27.7,-77.3,90,969,1999-08-28T18:00:00
AL051999,DENNIS,66,,HU,28.3,-77.7,90,969,1999-08-29T00:00:00
AL051999,DENNIS,66,,HU,29.0,-77.9,90,970,1999-08-29T06:00:00
AL051999,DENNIS,66,,HU,29.9,-78.4,90,971,1999-08-29T12:00:00
AL051999,DENNIS,66,,HU,30.8,-78.4,90,967,1999-08-29T18:00:00
AL051999,DENNIS,66,,HU,31.9,-78.1,90,964,1999-08-30T00:00:00
AL051999,DENNIS,66,,HU,32.8,-77.6,90,962,1999-08-30T06:00:00
AL051999,DENNIS,66,,HU,33.6,-76.5,85,965,1999-08-30T12:00:00
AL051999,DENNIS,66,,HU,34.3,-74.8,85,966,1999-08-30T18:00:00
AL051999,DENNIS,66,,HU,34.9,-73.6,80,971,1999-08-31T00:00:00
AL051999,DENNIS,66,,HU,35.1,-72.9,80,977,1999-08-31T06:00:00
AL051999,DENNIS,66,,HU,35.2,-72.8,75,983,1999-08-31T12:00:00
AL051999,DENNIS,66,,HU,35.1,-73.3,70,984,1999-08-31T18:00:00
AL051999,DENNIS,66,,TS,35.2,-73.6,60,986,1999-09-01T00:00:00
AL051999,DENNIS,66,,TS,35.0,-73.4,55,987,1999-09-01T06:00:00
AL051999,DENNIS,66,,TS,35.4,-73.5,50,989,1999-09-01T12:00:00
AL051999,DENNIS,66,,TS,35.5,-73.8,50,988,1999-09-01T18:00:00
AL051999,DENNIS,66,,TS,35.4,-73.7,50,988,1999-09-02T00:00:00
AL051999,DENNIS,66,,TS,35.2,-73.6,45,989,1999-09-02T06:00:00
AL051999,DENNIS,66,,TS,35.1,-73.7,45,989,1999-09-02T12:00:00
AL051999,DENNIS,66,,TS,34.8,-73.9,45,990,1999-09-02T18:00:00
AL051999,DENNIS,66,,TS,34.2,-74.0,45,989,1999-09-03T00:00:00
AL051999,DENNIS,66,,TS,33.6,-74.1,45,989,1999-09-03T06:00:00
AL051999,DENNIS,66,,TS,33.2,-73.9,45,988,1999-09-03T12:00:00
AL051999,DENNIS,66,,TS,33.0,-73.8,50,987,1999-09-03T18:00:00
AL051999,DENNIS,66,,TS,33.1,-74.0,50,987,1999-09-04T00:00:00
AL051999,DENNIS,66,,TS,33.3,-74.5,55,986,1999-09-04T06:00:00
AL051999,DENNIS,66,,TS,33.9,-75.3,55,986,1999-09-04T12:00:00
AL051999,DENNIS,66,,TS,34.5,-76.0,60,986,1999-09-04T18:00:00
AL051999,DENNIS,66,L,TS,34.8,-76.5,60,984,1999-09-04T21:00:00
AL051999,DENNIS,66,,TS,35.0,-76.8,50,985,1999-09-05T00:00:00
AL051999,DENNIS,66,,TS,35.5,-77.7,35,989,1999-09-05T06:00:00
AL051999,DENNIS,66,,TD,36.1,-78.8,30,994,1999-09-05T12:00:00
AL051999,DENNIS,66,,TD,36.2,-79.4,25,998,1999-09-05T18:00:00
AL051999,DENNIS,66,,TD,36.2,-79.9,25,1000,1999-09-06T00:00:00
AL051999,DENNIS,66,,TD,36.4,-80.1,20,1004,1999-09-06T06:00:00
AL051999,DENNIS,66,,TD,37.0,-79.9,20,1005,1999-09-06T12:00:00
AL051999,DENNIS,66,,TD,37.7,-79.5,20,1008,1999-09-06T18:00:00
AL051999,DENNIS,66,,TD,38.5,-78.5,20,1009,1999-09-07T00:00:00
AL051999,DENNIS,66,,TD,40.8,-77.0,20,1008,1999-09-07T06:00:00
AL051999,DENNIS,66,,TD,42.7,-77.7,20,1007,1999-09-07T12:00:00
AL051999,DENNIS,66,,EX,43.5,-77.7,20,1006,1999-09-07T18:00:00
AL051999,DENNIS,66,,EX,43.5,-76.5,20,1006,1999-09-08T00:00:00
AL051999,DENNIS,66,,EX,44.0,-75.8,20,1006,1999-09-08T06:00:00
AL051999,DENNIS,66,,EX,44.9,-74.8,20,1006,1999-09-08T12:00:00
AL051999,DENNIS,66,,EX,45.5,-75.6,20,1005,1999-09-08T18:00:00
AL061999,EMILY,18,,TD,11.5,-53.6,30,1007,1999-08-24T06:00:00
AL061999,EMILY,18,,TS,11.5,-53.8,35,1006,1999-08-24T12:00:00
AL061999,EMILY,18,,TS,11.6,-53.9,45,1004,1999-08-24T18:00:00
AL061999,EMILY,18,,TS,12.1,-53.9,45,1005,1999-08-25T00:00:00
AL061999,EMILY,18,,TS,12.6,-54.2,40,1006,1999-08-25T06:00:00
AL061999,EMILY,18,,TS,12.8,-54.8,40,1007,1999-08-25T12:00:00
AL061999,EMILY,18,,TS,13.2,-55.2,40,1005,1999-08-25T18:00:00
AL061999,EMILY,18,,TS,13.8,-55.7,40,1005,1999-08-26T00:00:00
AL061999,EMILY,18,,TS,14.3,-56.2,40,1007,1999-08-26T06:00:00
AL061999,EMILY,18,,TS,15.0,-56.6,40,1010,1999-08-26T12:00:00
AL061999,EMILY,18,,TS,15.8,-57.0,35,1010,1999-08-26T18:00:00
AL061999,EMILY,18,,TS,17.0,-57.1,35,1010,1999-08-27T00:00:00
AL061999,EMILY,18,,TS,18.0,-57.0,35,1011,1999-08-27T06:00:00
AL061999,EMILY,18,,TS,19.0,-57.0,35,1009,1999-08-27T12:00:00
AL061999,EMILY,18,,TS,20.0,-57.0,40,1007,1999-08-27T18:00:00
AL061999,EMILY,18,,TS,21.1,-56.6,40,1007,1999-08-28T00:00:00
AL061999,EMILY,18,,TS,22.4,-56.7,35,1009,1999-08-28T06:00:00
AL061999,EMILY,18,,TD,23.8,-56.7,30,1009,1999-08-28T12:00:00
AL071999,UNNAMED,8,,TD,21.6,-96.4,25,1006,1999-09-05T18:00:00
AL071999,UNNAMED,8,,TD,22.0,-96.7,30,1006,1999-09-06T00:00:00
AL071999,UNNAMED,8,,TD,22.6,-97.2,30,1006,1999-09-06T06:00:00
AL071999,UNNAMED,8,L,TD,23.2,-97.7,30,1006,1999-09-06T12:00:00
AL071999,UNNAMED,8,,TD,23.8,-98.0,30,1006,1999-09-06T18:00:00
AL071999,UNNAMED,8,,TD,24.0,-98.1,30,1006,1999-09-07T00:00:00
AL071999,UNNAMED,8,,TD,24.3,-98.5,30,1006,1999-09-07T06:00:00
AL071999,UNNAMED,8,,TD,25.0,-99.0,25,1007,1999-09-07T12:00:00
AL081999,FLOYD,50,,TD,14.6,-45.6,25,1008,1999-09-07T18:00:00
AL081999,FLOYD,50,,TD,15.0,-46.9,30,1007,1999-09-08T00:00:00
AL081999,FLOYD,50,,TS,15.3,-48.2,35,1005,1999-09-08T06:00:00
AL081999,FLOYD,50,,TS,15.8,-49.6,40,1003,1999-09-08T12:00:00
AL081999,FLOYD,50,,TS,16.3,-51.1,45,1000,1999-09-08T18:00:00
AL081999,FLOYD,50,,TS,16.7,-52.6,45,1000,1999-09-09T00:00:00
AL081999,FLOYD,50,,TS,17.1,-53.9,45,1003,1999-09-09T06:00:00
AL081999,FLOYD,50,,TS,17.3,-55.1,50,1003,1999-09-09T12:00:00
AL081999,FLOYD,50,,TS,17.9,-56.3,60,996,1999-09-09T18:00:00
AL081999,FLOYD,50,,TS,18.3,-57.2,60,995,1999-09-10T00:00:00
AL081999,FLOYD,50,,TS,18.6,-58.2,60,990,1999-09-10T06:00:00
AL081999,FLOYD,50,,HU,19.3,-58.8,70,989,1999-09-10T12:00:00
AL081999,FLOYD,50,,HU,20.2,-59.6,70,975,1999-09-10T18:00:00
AL081999,FLOYD,50,,HU,20.8,-60.4,80,971,1999-09-11T00:00:00
AL081999,FLOYD,50,,HU,21.4,-61.1,95,963,1999-09-11T06:00:00
AL081999,FLOYD,50,,HU,21.9,-62.0,95,962,1999-09-11T12:00:00
AL081999,FLOYD,50,,HU,22.5,-63.0,90,966,1999-09-11T18:00:00
AL081999,FLOYD,50,,HU,22.7,-64.1,85,967,1999-09-12T00:00:00
AL081999,FLOYD,50,,HU,22.8,-65.2,95,960,1999-09-12T06:00:00
AL081999,FLOYD,50,,HU,23.0,-66.2,105,955,1999-09-12T12:00:00
AL081999,FLOYD,50,,HU,23.2,-67.4,115,940,1999-09-12T18:00:00
AL081999,FLOYD,50,,HU,23.4,-68.7,125,931,1999-09-13T00:00:00
AL081999,FLOYD,50,,HU,23.6,-70.0,135,922,1999-09-13T06:00:00
AL081999,FLOYD,50,,HU,23.9,-71.4,135,921,1999-09-13T12:00:00
AL081999,FLOYD,50,,HU,24.1,-72.9,125,923,1999-09-13T18:00:00
AL081999,FLOYD,50,,HU,24.5,-74.0,115,924,1999-09-14T00:00:00
AL081999,FLOYD,50,,HU,24.9,-75.3,105,927,1999-09-14T06:00:00
AL081999,FLOYD,50,L,HU,25.4,-76.3,105,930,1999-09-14T12:00:00
AL081999,FLOYD,50,,HU,26.1,-77.0,110,930,1999-09-14T18:00:00
AL081999,FLOYD,50,L,HU,26.3,-77.1,110,932,1999-09-14T19:00:00
AL081999,FLOYD,50,,HU,27.1,-77.7,115,933,1999-09-15T00:00:00
AL081999,FLOYD,50,,HU,28.2,-78.5,110,935,1999-09-15T06:00:00
AL081999,FLOYD,50,,HU,29.3,-78.9,100,943,1999-09-15T12:00:00
AL081999,FLOYD,50,,HU,30.6,-79.1,95,947,1999-09-15T18:00:00
AL081999,FLOYD,50,,HU,32.1,-78.7,90,950,1999-09-16T00:00:00
AL081999,FLOYD,50,,HU,33.7,-78.0,90,956,1999-09-16T06:00:00
AL081999,FLOYD,50,L,HU,33.8,-78.0,90,956,1999-09-16T06:30:00
AL081999,FLOYD,50,,HU,35.7,-76.8,70,967,1999-09-16T12:00:00
AL081999,FLOYD,50,,TS,38.0,-75.3,60,974,1999-09-16T18:00:00
AL081999,FLOYD,50,,TS,40.6,-73.5,50,980,1999-09-17T00:00:00
AL081999,FLOYD,50,,TS,42.1,-72.1,50,983,1999-09-17T06:00:00
AL081999,FLOYD,50,,EX,43.3,-70.6,45,984,1999-09-17T12:00:00
AL081999,FLOYD,50,,EX,44.2,-68.9,45,985,1999-09-17T18:00:00
AL081999,FLOYD,50,,EX,44.8,-67.3,40,987,1999-09-18T00:00:00
AL081999,FLOYD,50,,EX,45.4,-65.5,35,990,1999-09-18T06:00:00
AL081999,FLOYD,50,,EX,46.6,-63.0,35,992,1999-09-18T12:00:00
AL081999,FLOYD,50,,EX,47.7,-59.3,35,992,1999-09-18T18:00:00
AL081999,FLOYD,50,,EX,48.0,-56.3,35,992,1999-09-19T00:00:00
AL081999,FLOYD,50,,EX,48.5,-52.5,35,994,1999-09-19T06:00:00
AL081999,FLOYD,50,,EX,49.5,-48.0,40,992,1999-09-19T12:00:00
AL091999,GERT,49,,TD,12.6,-24.2,30,1006,1999-09-11T12:00:00
AL091999,GERT,49,,TD,12.9,-26.1,30,1005,1999-09-11T18:00:00
AL091999,GERT,49,,TD,13.3,-28.0,30,1006,1999-09-12T00:00:00
AL091999,GERT,49,,TD,13.8,-29.8,30,1005,1999-09-12T06:00:00
AL091999,GERT,49,,TS,14.2,-31.9,35,1001,1999-09-12T12:00:00
AL091999,GERT,49,,TS,14.8,-33.8,45,997,1999-09-12T18:00:00
AL091999,GERT,49,,TS,15.1,-35.6,55,995,1999-09-13T00:00:00
AL091999,GERT,49,,TS,15.4,-37.3,60,990,1999-09-13T06:00:00
AL091999,GERT,49,,HU,15.9,-39.2,65,984,1999-09-13T12:00:00
AL091999,GERT,49,,HU,16.1,-40.8,70,979,1999-09-13T18:00:00
AL091999,GERT,49,,HU,16.3,-42.2,75,976,1999-09-14T00:00:00
AL091999,GERT,49,,HU,16.6,-43.5,85,973,1999-09-14T06:00:00
AL091999,GERT,49,,HU,16.8,-44.6,90,968,1999-09-14T12:00:00
AL091999,GERT,49,,HU,17.1,-45.8,95,962,1999-09-14T18:00:00
AL091999,GERT,49,,HU,17.2,-46.9,100,955,1999-09-15T00:00:00
AL091999,GERT,49,,HU,17.4,-47.9,110,948,1999-09-15T06:00:00
AL091999,GERT,49,,HU,17.5,-48.9,115,940,1999-09-15T12:00:00
AL091999,GERT,49,,HU,17.7,-50.0,125,933,1999-09-15T18:00:00
AL091999,GERT,49,,HU,17.8,-50.8,130,930,1999-09-16T00:00:00
AL091999,GERT,49,,HU,18.0,-51.7,130,933,1999-09-16T06:00:00
AL091999,GERT,49,,HU,18.2,-52.6,125,941,1999-09-16T12:00:00
AL091999,GERT,49,,HU,18.6,-53.4,120,940,1999-09-16T18:00:00
AL091999,GERT,49,,HU,19.0,-54.2,115,944,1999-09-17T00:00:00
AL091999,GERT,49,,HU,19.4,-55.0,125,942,1999-09-17T06:00:00
AL091999,GERT,49,,HU,19.9,-55.7,125,945,1999-09-17T12:00:00
AL091999,GERT,49,,HU,20.4,-56.3,115,950,1999-09-17T18:00:00
AL091999,GERT,49,,HU,20.9,-56.8,110,953,1999-09-18T00:00:00
AL091999,GERT,49,,HU,21.6,-57.1,105,954,1999-09-18T06:00:00
AL091999,GERT,49,,HU,22.2,-57.4,105,953,1999-09-18T12:00:00
AL091999,GERT,49,,HU,22.8,-57.8,105,950,1999-09-18T18:00:00
AL091999,GERT,49,,HU,23.4,-58.1,110,947,1999-09-19T00:00:00
AL091999,GERT,49,,HU,24.1,-58.7,115,946,1999-09-19T06:00:00
AL091999,GERT,49,,HU,24.7,-59.2,115,946,1999-09-19T12:00:00
AL091999,GERT,49,,HU,25.5,-60.0,115,946,1999-09-19T18:00:00
AL091999,GERT,49,,HU,26.2,-60.7,115,947,1999-09-20T00:00:00
AL091999,GERT,49,,HU,26.8,-61.4,110,947,1999-09-20T06:00:00
AL091999,GERT,49,,HU,27.6,-62.4,105,948,1999-09-20T12:00:00
AL091999,GERT,49,,HU,28.3,-62.7,100,949,1999-09-20T18:00:00
AL091999,GERT,49,,HU,29.2,-62.9,95,950,1999-09-21T00:00:00
AL091999,GERT,49,,HU,30.1,-62.8,90,952,1999-09-21T06:00:00
AL091999,GERT,49,,HU,31.3,-62.6,85,955,1999-09-21T12:00:00
AL091999,GERT,49,,HU,32.7,-62.1,80,958,1999-09-21T18:00:00
AL091999,GERT,49,,HU,34.3,-61.2,75,960,1999-09-22T00:00:00
AL091999,GERT,49,,HU,36.2,-60.4,75,961,1999-09-22T06:00:00
AL091999,GERT,49,,HU,38.1,-59.4,70,962,1999-09-22T12:00:00
AL091999,GERT,49,,HU,40.3,-57.9,65,963,1999-09-22T18:00:00
AL091999,GERT,49,,TS,42.2,-55.6,60,964,1999-09-23T00:00:00
AL091999,GERT,49,,TS,44.6,-54.5,60,968,1999-09-23T06:00:00
AL091999,GERT,49,,EX,46.6,-51.9,60,972,1999-09-23T12:00:00
AL101999,HARVEY,14,,TD,25.0,-87.8,30,1005,1999-09-19T06:00:00
AL101999,HARVEY,14,,TD,25.5,-87.8,30,1004,1999-09-19T12:00:00
AL101999,HARVEY,14,,TD,26.0,-87.8,30,1003,1999-09-19T18:00:00
AL101999,HARVEY,14,,TS,26.3,-87.4,40,1002,1999-09-20T00:00:00
AL101999,HARVEY,14,,TS,26.6,-86.9,40,1001,1999-09-20T06:00:00
AL101999,HARVEY,14,,TS,27.0,-86.3,40,998,1999-09-20T12:00:00
AL101999,HARVEY,14,,TS,27.0,-85.5,50,998,1999-09-20T18:00:00
AL101999,HARVEY,14,,TS,27.1,-84.6,50,995,1999-09-21T00:00:00
AL101999,HARVEY,14,,TS,26.5,-83.9,50,995,1999-09-21T06:00:00
AL101999,HARVEY,14,I,TS,26.3,-83.7,50,994,1999-09-21T08:00:00
AL101999,HARVEY,14,,TS,26.0,-82.8,50,996,1999-09-21T12:00:00
AL101999,HARVEY,14,L,TS,25.9,-81.7,50,999,1999-09-21T17:00:00
AL101999,HARVEY,14,,TS,25.9,-81.5,50,999,1999-09-21T18:00:00
AL101999,HARVEY,14,,TS,26.9,-78.6,40,1000,1999-09-22T00:00:00
AL111999,UNNAMED,10,,TD,20.1,-94.1,30,1005,1999-10-04T06:00:00
AL111999,UNNAMED,10,,TD,19.5,-94.0,30,1004,1999-10-04T12:00:00
AL111999,UNNAMED,10,,TD,19.0,-94.0,30,1003,1999-10-04T18:00:00
AL111999,UNNAMED,10,,TD,18.9,-93.8,30,1002,1999-10-05T00:00:00
AL111999,UNNAMED,10,,TD,19.1,-94.2,30,1003,1999-10-05T06:00:00
AL111999,UNNAMED,10,,TD,19.4,-94.5,30,1004,1999-10-05T12:00:00
AL111999,UNNAMED,10,,TD,19.6,-94.8,30,1005,1999-10-05T18:00:00
AL111999,UNNAMED,10,,TD,19.6,-95.0,30,1006,1999-10-06T00:00:00
AL111999,UNNAMED,10,,TD,19.5,-95.4,30,1007,1999-10-06T06:00:00
AL111999,UNNAMED,10,,TD,20.4,-96.4,30,1007,1999-10-06T12:00:00
AL121999,UNNAMED,12,,TD,14.4,-44.8,30,1008,1999-10-06T00:00:00
AL121999,UNNAMED,12,,TD,14.8,-45.4,30,1008,1999-10-06T06:00:00
AL121999,UNNAMED,12,,TD,15.0,-45.8,30,1007,1999-10-06T12:00:00
AL121999,UNNAMED,12,,TD,15.2,-46.0,30,1007,1999-10-06T18:00:00
AL121999,UNNAMED,12,,TD,15.4,-46.2,30,1008,1999-10-07T00:00:00
AL121999,UNNAMED,12,,TD,15.6,-46.5,30,1008,1999-10-07T06:00:00
AL121999,UNNAMED,12,,TD,15.8,-46.7,30,1008,1999-10-07T12:00:00
AL121999,UNNAMED,12,,TD,16.0,-47.1,30,1008,1999-10-07T18:00:00
AL121999,UNNAMED,12,,TD,16.4,-47.5,30,1008,1999-10-08T00:00:00
AL121999,UNNAMED,12,,TD,16.6,-47.7,30,1008,1999-10-08T06:00:00
AL121999,UNNAMED,12,,TD,16.8,-47.9,30,1008,1999-10-08T12:00:00
